project_name,version,cluster_division,affinity,linkage,MoJo_results,len,num_clusters,accuracy,cbo_max,wmc_max,dit_max,rfc_max,lcom_max,totalMethods_max,staticMethods_max,publicMethods_max,privateMethods_max,protectedMethods_max,defaultMethods_max,abstractMethods_max,finalMethods_max,synchronizedMethods_max,totalFields_max,staticFields_max,publicFields_max,privateFields_max,protectedFields_max,defaultFields_max,finalFields_max,synchronizedFields_max,nosi_max,loc_max,returnQty_max,loopQty_max,comparisonsQty_max,tryCatchQty_max,parenthesizedExpsQty_max,stringLiteralsQty_max,numbersQty_max,assignmentsQty_max,mathOperationsQty_max,variablesQty_max,maxNestedBlocks_max,anonymousClassesQty_max,subClassesQty_max,lambdasQty_max,uniqueWordsQty_max,modifiers_max,cbo_mean,wmc_mean,dit_mean,rfc_mean,lcom_mean,totalMethods_mean,staticMethods_mean,publicMethods_mean,privateMethods_mean,protectedMethods_mean,defaultMethods_mean,abstractMethods_mean,finalMethods_mean,synchronizedMethods_mean,totalFields_mean,staticFields_mean,publicFields_mean,privateFields_mean,protectedFields_mean,defaultFields_mean,finalFields_mean,synchronizedFields_mean,nosi_mean,loc_mean,returnQty_mean,loopQty_mean,comparisonsQty_mean,tryCatchQty_mean,parenthesizedExpsQty_mean,stringLiteralsQty_mean,numbersQty_mean,assignmentsQty_mean,mathOperationsQty_mean,variablesQty_mean,maxNestedBlocks_mean,anonymousClassesQty_mean,subClassesQty_mean,lambdasQty_mean,uniqueWordsQty_mean,modifiers_mean,cbo_std,wmc_std,dit_std,rfc_std,lcom_std,totalMethods_std,staticMethods_std,publicMethods_std,privateMethods_std,protectedMethods_std,defaultMethods_std,abstractMethods_std,finalMethods_std,synchronizedMethods_std,totalFields_std,staticFields_std,publicFields_std,privateFields_std,protectedFields_std,defaultFields_std,finalFields_std,synchronizedFields_std,nosi_std,loc_std,returnQty_std,loopQty_std,comparisonsQty_std,tryCatchQty_std,parenthesizedExpsQty_std,stringLiteralsQty_std,numbersQty_std,assignmentsQty_std,mathOperationsQty_std,variablesQty_std,maxNestedBlocks_std,anonymousClassesQty_std,subClassesQty_std,lambdasQty_std,uniqueWordsQty_std,modifiers_std,cbo_sum,wmc_sum,dit_sum,rfc_sum,lcom_sum,totalMethods_sum,staticMethods_sum,publicMethods_sum,privateMethods_sum,protectedMethods_sum,defaultMethods_sum,abstractMethods_sum,finalMethods_sum,synchronizedMethods_sum,totalFields_sum,staticFields_sum,publicFields_sum,privateFields_sum,protectedFields_sum,defaultFields_sum,finalFields_sum,synchronizedFields_sum,nosi_sum,loc_sum,returnQty_sum,loopQty_sum,comparisonsQty_sum,tryCatchQty_sum,parenthesizedExpsQty_sum,stringLiteralsQty_sum,numbersQty_sum,assignmentsQty_sum,mathOperationsQty_sum,variablesQty_sum,maxNestedBlocks_sum,anonymousClassesQty_sum,subClassesQty_sum,lambdasQty_sum,uniqueWordsQty_sum,modifiers_sum
dropwizard-dropwizard,v2.0.2,25,manhattan,single,113,841,33,0.8656361474435197,63.0,118.0,13.0,128.0,6903.0,118.0,14.0,117.0,8.0,14.0,3.0,6.0,2.0,2.0,39.0,10.0,6.0,39.0,12.0,0.0,15.0,0.0,1181.0,1102.0,47.0,5.0,12.0,10.0,12.0,345.0,1215.0,149.0,72.0,144.0,6.0,4.0,13.0,11.0,318.0,1025.0,8.086851628468034,6.890229191797348,1.5946924004825092,11.531966224366707,30.09650180940893,5.510253317249699,0.2545235223160434,4.173703256936069,0.3075995174909529,0.3606755126658625,0.0108564535585042,0.0265379975874547,0.008443908323281,0.0096501809408926,1.955367913148372,0.3835946924004825,0.0747889022919179,1.7828709288299156,0.0615199034981905,0.0,1.0880579010856453,0.0,5.728588661037395,62.70566948130279,2.103739445114596,0.1761158021712907,0.2388419782870929,0.2822677925211098,0.1869722557297948,8.13027744270205,5.598311218335343,5.8697225572979495,0.6284680337756333,5.218335343787697,0.4463208685162847,0.1338962605548854,0.3268998793727382,0.428226779252111,44.02291917973462,42.00120627261761,7.260985902996563,9.967278037114584,1.1504129937698324,14.295214010047564,282.51494825966734,8.16327664383441,0.9688976858231112,7.6012478897800255,0.8473902270547973,1.114874194995907,0.1510922068585866,0.2587039511944481,0.1149505913695278,0.1296725649364183,3.222308376223685,1.0274122597425883,0.3828495498857311,3.145988314099553,0.6826547398697681,0.0,1.821295052467064,0.0,54.08777903668904,84.80893689344846,4.623647263685419,0.5859538374455306,0.8699972848943966,0.8722433017661528,0.8326223781472765,20.52387351602215,56.22347187265449,10.453135005569932,3.1365016656387024,9.187097212753738,0.917398442199444,0.4690126270129525,1.0404907174984743,1.2173164303106323,38.55666769620071,200.27684642996968,6704.0,5712.0,1322.0,9560.0,24950.0,4568.0,211.0,3460.0,255.0,299.0,9.0,22.0,7.0,8.0,1621.0,318.0,62.0,1478.0,51.0,0.0,902.0,0.0,4749.0,51983.0,1744.0,146.0,198.0,234.0,155.0,6740.0,4641.0,4866.0,521.0,4326.0,370.0,111.0,271.0,355.0,36495.0,34819.0
